Stn,Datum,Tg,qTg,Tn,qTn,Tx,qTx
0,2,74,30,31,18,63,26
48,99,28,81,24,50,54,100
37,73,19,20,77,0,5,7
62,64,27,8,85,19,52,48
45,19,0,19,91,39,61,80
71,15,66,10,81,98,22,96
74,65,33,52,15,59,87,48
36,22,80,46,47,74,54,61
67,16,79,98,96,30,17,99
41,58,20,23,39,45,90,21
12,0,30,96,6,65,95,80
83,48,3,39,31,66,13,8
45,98,76,15,98,5,64,65
88,8,82,96,29,58,56,75
33,3,93,40,28,15,48,36
38,74,90,90,51,82,5,1
16,46,0,87,53,88,0,71
46,17,11,8,75,77,4,24
5,34,10,71,64,0,9,34
96,22,76,20,34,51,70,4
59,19,14,90,78,68,44,98
100,34,44,94,47,66,88,37
26,77,28,84,56,59,62,17
55,1,64,21,88,30,50,1
12,56,27,87,66,18,28,36
0,24,63,89,63,42,72,66
23,85,80,51,51,83,64,0
23,14,22,8,89,38,36,11
64,53,62,61,66,71,17,51
76,97,69,50,35,86,8,31
52,85,8,3,36,67,33,68
52,55,17,53,43,86,68,19
75,21,56,76,58,60,88,66
83,17,43,21,34,79,35,61
62,0,7,61,52,11,49,58
67,16,31,83,18,15,57,76
37,12,82,96,96,4,19,3
61,44,50,92,69,63,23,14
28,45,29,79,41,6,77,88
49,92,77,56,7,9,37,90
98,67,55,89,13,8,71,77
62,74,51,2,87,32,3,29
16,99,4,6,51,77,21,83
33,57,67,9,4,36,82,27
74,25,78,4,69,19,87,92
58,16,18,25,31,44,60,29
38,75,76,29,38,7,55,30
64,10,74,22,85,38,39,66
35,71,49,45,36,73,2,63
80,85,63,74,19,73,62,67
43,27,61,79,31,70,0,91
55,55,55,54,25,98,72,98
71,94,97,10,34,66,24,41
62,21,72,42,8,74,71,55
21,56,13,70,77,71,82,4
43,33,30,79,79,78,38,23
22,9,81,60,92,57,28,40
24,4,17,58,55,100,97,91
26,6,24,26,78,79,12,9
10,52,16,32,90,20,10,50
64,32,47,66,64,79,76,24
31,19,81,27,97,43,100,36
88,54,83,81,85,11,96,97
52,24,48,81,29,96,68,3
98,25,72,38,90,44,58,60
91,53,20,97,77,53,26,72
77,51,8,55,40,17,19,50
73,72,64,61,42,17,63,88
20,16,57,45,33,17,30,63
35,93,36,36,33,100,21,29
40,21,81,86,72,19,78,69
8,82,77,19,40,98,55,52
97,61,30,35,49,89,55,100
33,25,13,60,18,72,42,2
86,29,90,57,36,80,92,70
81,3,10,78,81,94,30,25
16,17,64,13,31,31,18,23
86,36,64,12,32,98,42,70
95,96,86,94,56,47,73,78
59,13,38,5,44,9,82,73
2,95,92,97,64,49,56,97
82,2,93,48,60,63,82,65
33,4,7,12,91,45,54,15
9,50,15,33,20,85,43,64
20,75,29,7,100,98,43,15
52,30,85,96,41,69,9,1
78,91,88,20,8,79,48,18
61,77,58,76,78,71,66,18
18,47,76,13,72,33,95,78
22,1,42,96,79,61,26,54
65,47,36,39,24,46,53,77
96,55,21,19,11,28,69,94
72,55,33,58,18,24,4,32
8,51,87,9,79,90,2,90
88,79,27,53,58,89,93,38
35,15,18,30,27,66,76,84
9,79,63,16,76,7,35,65
44,33,18,64,1,3,11,47
75,48,86,2,80,85,98,9
61,58,35,6,99,29,17,77
59,83,89,77,17,86,10,71
81,83,89,88,67,66,78,88
45,80,58,23,28,8,79,83
25,14,61,93,21,59,9,49
67,65,35,6,78,97,22,26
93,74,51,60,78,43,34,55
44,72,58,96,65,18,76,57
11,67,82,57,88,75,74,39
12,97,1,32,79,35,98,40
40,56,16,65,90,55,29,17
94,23,64,9,60,13,56,81
19,14,80,14,84,87,14,74
72,47,46,92,7,5,48,80
44,57,61,64,32,73,22,80
82,48,85,21,22,23,78,100
69,44,14,40,15,63,31,50
83,28,47,61,18,14,82,77
39,42,9,2,28,44,40,74
42,73,96,29,40,90,56,1
80,37,100,69,61,31,52,25
35,9,8,28,14,96,16,10
39,59,72,2,70,83,2,35
15,64,30,38,68,97,95,3
57,74,53,84,21,53,19,71
80,82,8,63,48,82,58,49
77,92,71,79,72,30,98,18
77,43,66,68,41,79,62,17
19,51,11,17,73,21,90,45
59,4,89,0,85,14,10,73
57,25,9,85,94,33,30,58
21,28,12,61,2,38,99,16
63,70,23,43,61,38,99,34
91,74,10,77,15,37,95,59
27,9,58,47,67,65,12,92
37,90,23,44,31,23,13,58
85,100,9,16,41,33,48,69
68,4,51,96,97,78,39,15
85,97,23,79,63,33,82,45
87,6,14,97,70,97,75,27
35,79,13,60,100,45,89,64
95,76,35,26,10,89,55,40
29,58,88,59,52,82,43,55
56,8,80,91,5,37,36,68
5,96,82,58,16,77,2,49
74,66,52,42,66,64,37,95
98,94,62,73,37,15,93,62
91,97,58,86,76,10,14,3
39,76,50,9,4,50,53,89
84,68,39,10,54,67,21,57
12,88,26,71,12,74,27,7
1,5,44,53,100,2,37,75
72,6,17,65,80,67,79,16
44,85,55,89,94,55,91,11
64,45,74,99,73,45,82,18
44,8,80,97,61,84,78,63
93,34,93,18,30,37,83,57
17,90,63,80,17,59,62,44
55,13,72,61,46,98,46,33
98,100,97,49,92,100,3,3
32,62,36,0,27,98,88,47
94,72,15,17,87,86,20,44
35,52,18,86,61,9,30,53
10,65,18,70,87,83,59,6
43,32,5,68,35,9,48,6
89,88,14,78,90,1,44,62
35,62,77,63,29,28,46,49
76,61,87,51,92,54,74,17
12,5,30,94,13,62,30,2
98,64,79,41,67,54,69,25
60,76,28,39,26,74,66,15
54,6,6,83,81,91,10,33
68,28,50,71,88,0,74,100
8,77,17,54,12,99,99,65
64,63,29,83,33,98,77,15
84,93,9,29,57,0,82,19
11,69,84,43,83,28,75,28
90,1,43,29,15,63,15,16
21,67,79,37,70,51,61,42
2,81,27,16,42,20,6,78
79,47,98,42,27,68,16,60
37,4,16,51,86,44,4,98
89,15,13,1,75,97,73,51
59,33,3,99,57,89,74,42
62,45,74,98,57,29,23,84
99,98,41,99,16,51,98,62
48,60,89,42,80,45,25,82
3,83,23,5,65,85,77,45
14,24,81,87,61,66,53,73
58,43,47,28,11,14,75,58
57,94,31,53,84,1,47,83
23,35,16,32,36,37,18,20
21,23,46,19,77,21,98,33
35,21,63,92,46,39,25,46
39,93,89,61,89,52,96,48
80,67,54,81,63,43,92,18
44,67,78,48,29,65,52,67
96,14,18,84,3,29,17,27
60,44,73,32,76,3,52,47
13,6,0,70,47,65,9,4
94,2,0,19,56,49,94,22
45,79,6,21,29,71,65,32
15,51,99,8,28,34,60,78
38,51,59,62,94,39,33,66
12,10,91,18,21,80,1,67
61,84,28,90,7,38,33,61
43,30,1,88,81,25,73,99
30,98,69,61,61,87,82,85
31,28,51,79,69,74,17,61
77,84,78,40,38,47,98,47
98,88,28,29,47,40,10,47
82,56,65,4,90,24,97,66
99,86,48,20,39,65,68,22
3,92,5,48,51,6,11,81
27,94,94,21,1,63,28,4
95,65,58,74,20,20,70,56
83,82,62,34,21,25,40,25
1,74,38,83,65,26,15,34
79,18,6,18,81,50,78,100
54,78,26,62,81,21,48,41
20,70,43,76,0,26,19,12
16,25,67,46,77,81,41,87
41,40,56,3,25,20,59,54
22,49,60,49,52,0,62,83
85,1,85,7,65,18,48,73
79,75,23,56,79,52,41,85
95,24,12,29,15,70,77,5
19,85,90,32,94,63,48,28
21,45,35,44,26,37,20,11
51,96,68,67,85,74,78,67
41,19,17,13,26,97,34,90
40,71,11,74,55,64,96,12
46,47,82,74,94,13,77,54
15,29,56,62,48,14,22,78
74,99,35,32,67,18,93,74
1,64,51,56,65,13,43,84
52,38,90,25,98,67,3,31
19,63,31,94,72,57,40,74
13,77,16,9,76,85,27,75
1,81,74,12,85,95,11,6
44,8,78,50,83,62,49,41
0,14,38,66,61,57,48,45
0,29,62,6,57,68,14,67
90,87,39,78,29,90,57,16
89,93,90,34,72,82,87,0
18,68,16,66,40,97,71,1
63,81,81,90,92,28,71,6
31,74,31,84,95,89,30,68
1,18,57,20,43,25,32,39
73,93,100,65,47,92,23,63
21,13,14,32,58,91,87,19
45,94,37,58,20,41,43,46
11,22,56,43,44,28,27,64
41,96,25,92,42,66,49,59
98,69,29,18,34,15,17,90
7,44,37,23,82,29,60,48
86,95,43,7,57,5,24,48
40,100,59,41,60,21,71,51
73,79,47,89,63,70,31,58
85,34,53,66,56,11,98,82
30,76,71,81,9,83,86,73
9,14,9,33,72,48,78,75
77,70,89,16,18,76,0,64
34,75,24,0,36,7,9,82
72,12,63,99,22,46,28,81
11,51,76,7,27,82,89,70
16,96,49,10,57,19,87,6
21,2,75,27,99,92,19,69
73,80,41,44,41,43,35,94
55,65,30,18,26,34,21,22
31,22,48,28,94,90,89,55
19,63,87,76,73,52,38,42
5,83,78,82,50,20,37,5
58,88,36,58,68,54,79,51
65,85,51,35,50,8,31,95
47,31,74,86,24,20,92,47
92,5,65,22,81,7,33,34
90,21,41,100,77,87,21,6
90,28,22,42,11,44,99,82
8,47,83,90,32,67,78,86
63,80,67,19,99,89,56,17
36,60,89,63,20,69,13,53
16,61,71,39,92,55,44,70
87,89,53,60,40,60,41,95
35,74,84,92,66,73,37,96
9,50,12,15,87,83,17,51
84,79,12,44,20,66,30,96
39,12,41,30,90,45,56,26
38,10,49,44,4,88,32,98
48,45,85,64,56,58,98,59
55,11,37,17,43,62,62,47
55,51,52,9,55,10,44,61
90,11,19,99,43,61,45,26
72,45,41,13,4,18,36,56
48,9,56,31,21,30,45,47
80,41,27,41,97,13,1,79
81,43,81,91,41,20,21,56
58,85,34,54,35,76,46,21
72,42,76,76,12,7,16,51
71,58,71,54,84,50,14,11
54,54,19,84,24,31,55,60
10,12,66,8,92,94,81,58
70,72,92,36,93,81,71,68
39,7,50,8,89,32,33,100
35,88,66,79,74,0,13,27
70,66,93,36,92,23,92,69
24,70,74,49,78,15,33,70
100,49,26,10,86,87,90,73
23,22,65,29,48,95,24,78
4,100,28,65,1,11,40,9
15,59,18,2,38,72,27,1
53,7,36,6,5,83,33,32
89,93,97,44,50,55,4,65
67,11,99,12,37,69,2,57
85,31,6,54,82,59,92,81
33,30,60,64,15,89,90,65
71,55,99,81,32,82,60,40
68,22,60,84,81,53,95,55
19,16,98,89,67,46,46,9
21,28,84,73,26,12,98,16
29,47,79,45,83,94,25,66
67,63,39,96,71,59,6,96
10,63,46,63,71,53,99,77
29,67,47,30,71,51,6,78
21,56,0,90,10,75,85,6
50,76,44,99,69,16,53,33
76,94,30,6,73,98,23,98
13,65,97,95,21,62,24,10
61,12,74,68,82,57,27,77
29,44,24,25,2,80,1,1
50,38,77,79,50,55,49,29
94,49,98,84,96,14,92,73
77,82,35,51,77,6,29,88
35,56,85,35,33,74,58,73
33,85,48,17,17,99,53,19
59,34,99,38,11,67,51,33
68,15,12,28,97,73,30,58
78,14,34,75,87,24,53,37
50,35,58,79,82,86,82,97
97,57,55,100,87,100,61,50
50,72,70,90,63,64,39,36
83,88,84,51,52,58,74,79
14,74,10,52,90,68,26,82
73,61,19,87,96,56,14,95
41,89,63,84,15,41,33,65
63,62,48,27,14,68,23,92
26,73,11,100,21,75,82,41
75,70,96,6,20,93,0,53
79,40,21,37,38,2,2,92
43,60,38,46,57,97,26,66
89,74,72,45,36,45,74,6
83,7,44,32,77,100,44,99
50,68,8,21,21,16,78,7
8,94,52,84,87,64,3,37
36,63,29,46,82,53,18,58
72,42,7,58,37,84,38,62
36,73,75,3,77,51,31,5
10,34,8,71,55,15,25,10
72,83,26,4,29,26,69,80
79,6,79,48,63,67,12,34
9,32,54,5,55,11,49,84
26,62,25,41,87,23,72,79
19,65,61,24,39,22,20,52
35,32,59,51,70,37,41,81
40,21,9,48,3,94,35,11
7,4,58,36,23,96,58,45
91,41,86,55,3,60,99,45
6,8,72,72,54,10,38,18
19,37,16,90,40,87,5,91
44,50,21,41,63,87,54,54
57,60,38,92,17,19,93,70
18,42,45,6,85,10,77,30
55,82,27,45,72,77,70,78
68,19,90,52,63,72,96,44
74,43,95,26,25,3,36,42
47,29,22,61,37,90,80,50
84,45,49,90,39,36,48,51
65,89,49,76,33,33,25,34
21,31,47,1,33,96,49,69
20,79,59,72,43,66,65,30
47,63,86,45,61,63,84,95
67,82,46,98,53,75,99,43
9,90,46,51,13,31,87,22
31,6,35,6,100,82,78,38
9,28,7,4,1,62,44,35
42,23,52,97,96,38,90,50
94,67,32,58,59,34,61,28
70,29,35,65,10,34,26,99
4,29,100,30,68,94,30,18
85,87,75,17,59,53,26,49
6,87,46,85,39,18,84,18
82,43,77,88,42,47,96,33
65,84,55,7,90,43,74,63
63,79,77,62,85,54,95,40
42,67,31,49,92,74,39,46
100,45,47,10,25,56,25,62
94,70,22,2,8,63,76,43
12,44,19,66,35,3,73,12
10,92,86,25,99,26,17,31
33,38,61,1,48,37,77,29
17,2,87,99,5,54,91,88
58,18,10,25,45,53,37,69
50,2,20,1,61,0,24,42
98,63,95,90,12,49,96,28
1,22,77,57,60,59,86,13
89,10,69,27,10,27,68,77
24,81,61,89,72,45,59,91
83,43,77,24,27,69,83,81
20,98,29,27,54,39,41,76
41,32,65,90,99,42,45,19
81,21,61,71,37,18,16,68
100,41,18,60,29,54,100,66
97,97,85,22,97,69,34,52
71,64,16,59,51,27,93,100
19,87,27,94,18,79,51,77
44,100,36,34,28,59,14,86
34,4,21,82,59,24,90,3
13,7,77,4,100,95,98,9
11,93,17,65,84,32,59,27
85,78,69,52,70,85,3,98
89,22,37,60,95,9,38,56
74,32,77,47,0,36,34,91
92,54,69,28,7,5,85,26
15,90,29,79,67,29,47,2
80,88,27,69,100,68,72,54
67,48,61,81,64,28,86,19
74,61,35,99,100,27,23,22
1,37,39,90,3,38,90,93
83,50,80,62,97,77,42,44
15,14,80,1,41,19,93,16
43,93,41,3,92,22,61,9
42,76,38,87,9,8,63,39
4,56,18,57,64,36,30,8
92,97,83,27,83,50,35,88
100,49,33,63,77,75,40,79
41,22,18,22,43,42,31,71
68,39,32,50,24,88,57,27
9,7,57,9,93,52,95,77
94,35,13,45,70,93,27,61
51,64,34,68,36,67,33,44
63,53,76,97,29,35,82,38
40,81,1,45,2,37,70,48
60,95,78,11,47,13,49,19
28,73,61,26,86,13,93,33
1,80,84,22,33,18,88,67
7,100,44,13,86,7,47,43
41,19,16,97,25,94,11,13
85,98,56,13,75,11,88,47
70,34,15,15,88,3,27,28
64,98,72,72,100,69,36,32
99,22,64,8,84,34,11,50
98,53,75,16,99,85,54,65
5,5,28,35,67,45,42,86
30,3,17,87,6,93,4,87
45,1,80,12,67,26,58,83
44,62,53,85,84,38,60,61
56,61,93,39,87,55,53,88
62,14,79,41,79,3,51,25
0,11,81,1,8,23,0,36
85,9,93,10,59,26,69,93
71,9,6,100,29,46,25,86
48,98,91,95,29,44,92,71
89,39,14,3,52,76,9,21
72,66,77,68,67,87,58,71
38,65,72,31,100,60,16,23
44,98,65,40,57,50,18,39
33,74,40,10,60,35,62,58
43,59,81,39,74,93,36,19
70,5,59,36,87,50,80,41
95,51,84,15,20,79,86,5
87,32,96,67,48,80,27,61
29,31,23,66,19,55,78,27
76,51,74,25,68,54,59,55
21,32,9,43,43,29,47,14
45,16,22,52,39,54,53,5
44,91,26,34,95,65,83,91
98,41,75,52,61,37,88,15
3,99,0,84,15,76,15,31
2,19,35,16,92,55,43,85
85,63,67,31,86,60,90,35
6,9,62,86,8,99,59,67
47,16,94,63,27,49,57,13
84,32,89,45,72,86,19,79
21,85,36,73,71,44,32,35
56,15,2,83,67,96,40,10
88,47,5,70,2,22,88,46
84,72,75,16,56,40,35,77
23,41,77,36,98,96,70,100
55,64,20,39,42,30,96,57
66,84,40,33,34,56,94,47
74,61,75,16,39,41,32,90
17,77,44,27,4,23,70,34
5,100,11,74,60,19,18,33
6,94,33,79,74,41,70,50
2,66,35,97,82,77,45,11
4,44,30,39,72,46,43,87
69,26,15,26,95,78,76,30
89,60,2,67,65,30,50,4
86,49,59,32,60,67,45,50
24,2,12,49,20,56,97,58
52,63,9,42,3,22,86,77
50,29,81,90,1,23,10,39
21,2,48,23,60,31,16,45
19,63,13,61,14,92,8,91
23,24,26,57,15,71,45,8
22,66,7,96,89,61,11,81
69,10,78,80,47,5,19,6
35,25,65,42,23,97,18,55
45,44,47,95,56,67,12,89
43,44,50,63,28,7,34,24
98,31,26,19,10,74,61,92
41,57,0,78,28,4,91,89
41,5,66,77,57,95,74,42
16,53,67,62,62,55,10,29
30,67,73,78,68,21,64,68
18,31,41,28,64,66,84,86
38,98,61,37,83,89,52,80
7,77,94,27,96,91,57,76
100,94,57,95,1,79,25,89
57,100,49,1,50,82,84,15
8,72,55,11,81,56,57,96
39,82,81,73,27,16,50,72
45,86,2,72,73,34,63,42
89,48,17,76,30,37,50,31
99,23,72,82,14,43,63,10
34,59,86,82,17,93,31,30
10,28,32,77,33,75,43,4
70,12,81,72,14,73,1,13
59,34,25,88,10,20,60,27
53,5,22,84,52,4,58,85
53,10,5,15,98,95,62,44
3,65,17,13,32,50,50,55
43,23,54,70,76,88,37,49
0,98,36,56,5,62,100,94
19,6,61,6,20,17,6,5
4,24,93,29,96,49,25,32
21,94,96,42,56,75,4,4
7,63,74,2,53,30,100,1
88,31,70,76,57,60,48,65
1,69,72,30,59,60,67,59
55,100,0,15,93,23,82,32
12,42,36,22,40,79,92,45
23,42,83,63,40,0,83,10
83,18,76,44,55,25,57,64
66,59,67,26,22,75,55,63
73,21,18,95,94,95,1,3
69,11,50,66,71,17,28,81
59,44,59,41,25,51,46,6
27,2,83,44,4,66,33,91
93,88,69,41,5,76,57,90
76,66,16,92,31,96,16,1
85,43,69,18,60,28,88,22
67,52,97,45,87,85,50,94
36,85,52,82,71,50,27,7
61,52,63,17,96,78,72,74
97,88,71,62,10,92,58,60
37,55,15,41,71,59,53,74
68,4,71,70,34,91,0,18
63,18,98,82,41,84,99,78
75,100,23,48,97,56,82,56
38,79,42,72,22,58,66,51
71,37,40,29,64,95,42,24
72,86,11,8,36,89,17,20
89,17,61,16,11,48,0,33
38,22,81,21,21,96,69,37
28,3,40,86,88,98,93,85
36,68,93,16,99,72,41,4
52,79,19,1,55,67,4,98
0,62,19,25,87,88,22,53
17,91,36,47,41,14,20,27
37,13,0,21,95,58,91,35
11,64,98,65,15,39,12,6
53,39,63,60,52,89,28,72
24,32,21,22,23,62,69,70
80,45,30,27,1,20,65,41
12,34,49,30,20,36,25,4
5,55,21,10,38,76,48,45
20,97,90,48,83,38,74,96
50,16,39,22,59,21,48,80
42,66,79,29,75,89,65,59
26,89,57,76,97,81,92,33
10,26,24,71,24,74,100,29
62,1,75,71,47,51,0,84
8,56,32,96,76,52,48,75
80,21,83,32,11,85,19,18
3,3,1,23,62,23,15,69
52,33,80,62,22,6,69,49
26,14,96,100,68,85,35,52
70,39,43,91,32,33,79,38
9,88,73,44,7,58,78,25
54,69,74,33,27,19,56,78
90,65,4,80,65,69,55,31
87,8,76,28,82,14,43,62
14,64,87,85,22,99,91,5
96,62,8,50,91,78,8,57
99,19,80,48,57,21,71,18
29,83,18,9,71,94,82,96
94,4,75,97,19,12,54,20
96,7,0,36,22,97,67,82
48,36,28,33,33,51,89,3
29,16,92,90,81,72,91,38
61,53,67,34,30,19,77,90
55,33,2,74,88,25,50,81
87,83,74,9,29,77,92,90
25,19,26,51,29,7,91,76
20,100,32,24,50,53,2,9
98,31,10,8,43,27,88,84
11,35,66,23,82,12,5,46
0,25,33,45,50,37,66,97
81,66,84,95,12,11,55,17
35,32,35,13,94,39,58,26
71,62,88,39,7,20,32,4
26,68,87,80,47,78,4,44
28,58,22,93,66,96,36,80
92,81,72,81,87,28,34,40
63,58,15,96,6,29,60,76
81,34,87,95,49,59,15,75
17,68,2,48,55,49,29,82
56,55,49,72,92,62,37,61
32,78,15,62,21,77,68,69
46,63,67,81,41,59,32,49
92,76,43,8,92,91,16,69
48,22,64,89,39,74,22,64
99,28,58,100,13,16,81,34
5,90,16,60,12,14,21,64
82,39,43,49,56,55,46,82
84,20,95,7,72,95,72,83
38,7,65,67,35,15,75,73
34,69,50,61,29,78,48,48
6,26,57,45,54,27,19,73
52,51,29,42,85,73,7,2
47,51,98,12,44,36,96,41
66,69,65,52,17,63,78,46
54,81,36,96,1,4,77,26
4,89,89,47,67,75,66,76
48,67,60,72,62,7,57,50
10,97,70,55,33,35,9,90
71,34,21,4,66,4,51,51
53,20,79,60,15,55,58,10
56,100,20,80,82,33,6,99
85,7,48,5,49,60,73,21
8,19,39,4,24,11,54,70
62,87,2,49,63,18,9,4
43,80,49,6,15,16,11,96
63,73,48,99,89,87,99,50
95,25,53,83,51,45,87,97
89,89,99,9,12,49,24,86
84,31,60,22,56,15,96,21
95,69,74,92,84,82,49,30
48,97,38,32,85,45,15,27
68,5,81,23,46,71,61,60
39,29,20,56,53,64,70,20
7,79,3,73,67,48,49,74
64,7,98,67,85,76,14,5
47,62,88,0,80,15,97,51
65,37,5,45,12,32,60,70
49,40,20,41,9,46,89,7
2,23,87,51,55,95,63,73
9,25,57,50,44,30,66,88
17,11,29,66,74,83,19,9
89,69,82,3,95,43,90,35
71,87,96,31,44,92,76,92
57,17,59,35,59,38,79,0
89,34,62,25,12,45,18,7
70,79,83,32,30,13,59,65
7,80,69,55,56,1,29,91
91,88,92,89,25,65,50,79
26,95,40,28,62,75,29,28
82,38,96,3,74,33,53,43
95,79,27,64,41,46,86,52
36,58,78,74,10,18,73,47
44,17,47,22,10,68,59,70
59,97,30,94,14,92,12,81
14,6,53,94,45,28,16,89
96,85,36,13,3,84,93,46
47,4,64,85,14,50,48,75
67,63,65,19,30,22,97,96
31,40,37,89,2,18,78,68
35,72,20,70,31,70,73,51
80,94,10,85,93,80,50,68
20,56,73,80,84,84,12,31
83,27,87,23,76,90,20,73
96,30,35,51,12,8,38,70
68,31,74,66,32,26,91,82
49,30,41,39,32,64,94,13
71,28,19,90,48,20,48,19
50,22,70,52,43,71,38,77
47,62,33,78,66,41,3,53
17,27,84,15,42,96,71,74
32,16,76,27,26,64,59,19
81,74,20,88,62,91,53,79
74,13,20,17,51,31,18,98
79,49,24,52,82,3,68,8
46,84,27,90,57,46,0,69
92,97,65,92,25,100,29,44
11,37,65,94,38,71,22,5
18,53,21,100,97,22,47,11
84,1,55,30,39,9,70,81
87,6,86,78,15,19,72,79
69,77,78,37,29,90,84,44
31,12,89,33,16,62,52,28
7,97,93,87,1,17,31,90
72,10,30,0,73,49,0,22
36,7,2,3,44,91,85,10
13,5,70,35,72,45,25,24
37,99,84,21,40,14,45,60
8,63,41,11,24,6,19,37
86,63,60,78,18,59,84,59
3,35,1,67,33,86,2,84
94,55,86,62,95,33,31,32
7,72,30,28,56,44,35,34
62,63,89,100,60,23,40,3
87,5,98,100,63,13,61,90
45,15,12,76,1,75,38,66
85,12,3,28,5,92,42,17
16,96,71,39,56,77,27,38
66,4,21,24,61,76,79,33
92,53,30,19,6,57,76,34
43,75,51,42,37,0,87,78
57,75,90,63,38,73,12,47
62,32,32,9,15,31,7,22
49,85,98,33,99,4,12,79
71,54,93,89,71,14,10,31
67,20,36,8,12,5,94,25
64,8,91,33,72,46,50,77
65,51,38,5,28,33,17,9
46,37,17,25,39,64,88,27
62,46,80,12,59,81,97,44
33,33,71,40,64,44,51,19
4,0,18,64,64,78,89,2
63,86,80,1,26,55,40,20
78,56,74,10,55,73,45,97
51,87,72,61,84,21,96,28
43,32,56,2,51,73,62,97
32,88,4,66,86,27,92,51
17,97,60,42,30,86,82,83
68,22,73,4,95,62,75,13
35,78,52,28,93,41,76,11
3,88,14,31,47,92,9,3
98,72,95,88,14,91,16,10
33,33,40,95,44,2,74,85
58,77,78,29,68,2,29,0
30,98,41,85,20,40,89,35
24,64,58,18,35,33,96,54
15,3,61,0,54,30,65,14
45,46,30,21,31,43,65,34
32,84,74,29,72,65,13,92
61,74,56,55,78,56,29,70
98,46,27,17,62,54,91,55
29,79,7,35,87,25,67,80
24,29,68,4,14,53,6,90
29,54,2,17,68,1,8,42
64,70,3,92,80,80,56,63
86,97,43,75,23,21,51,94
61,89,20,11,12,64,96,37
77,22,68,3,40,59,88,64
51,82,15,29,88,65,84,6
79,46,88,67,8,88,35,77
42,0,16,98,14,10,32,51
26,80,29,61,35,42,63,29
91,52,97,19,18,2,48,92
77,42,22,36,65,48,45,32
33,99,93,78,99,40,80,10
54,88,37,36,70,81,72,47
6,70,27,69,75,12,3,17
3,31,45,8,90,39,8,18
100,100,91,68,24,88,73,55
75,92,38,39,53,25,58,61
89,27,50,78,9,51,91,16
43,2,87,41,47,81,85,48
6,81,92,87,42,60,90,29
9,28,38,97,88,69,53,12
62,37,18,39,99,25,75,14
97,23,24,82,26,80,6,89
28,60,71,97,64,32,27,87
50,56,87,13,16,72,7,51
54,32,93,45,20,80,44,78
16,75,48,17,100,14,28,60
55,95,22,17,60,78,8,89
48,1,78,31,38,92,22,30
44,12,13,71,100,19,79,97
10,19,52,7,97,52,66,59
51,53,82,3,60,18,81,28
50,94,91,7,80,41,73,97
47,49,96,3,53,69,58,58
49,33,88,39,36,2,51,36
62,28,8,5,15,5,93,55
73,28,67,32,74,61,23,9
37,89,18,100,97,0,34,17
99,19,76,31,36,82,79,46
69,53,11,1,2,43,13,40
96,29,82,65,94,14,41,24
40,78,44,22,36,65,65,3
39,85,33,22,58,6,4,9
69,51,63,79,92,7,14,82
46,37,27,2,94,70,20,39
91,73,54,79,62,26,47,82
52,37,17,88,18,17,44,41
36,53,79,41,32,37,46,91
86,86,54,69,22,91,46,93
30,34,24,33,8,36,90,80
69,67,85,10,9,46,93,98
8,93,89,41,78,15,20,42
8,95,87,44,95,8,98,15
73,1,74,7,75,62,97,59
51,22,14,51,36,65,99,21
92,90,34,6,69,89,70,25
87,21,70,49,77,63,59,31
68,17,96,0,40,86,53,90
65,24,76,17,34,56,38,15
20,80,0,72,87,14,91,65
6,43,88,87,92,96,14,36
32,9,36,46,73,34,88,82
4,0,64,49,72,58,59,59
77,0,17,68,39,30,58,81
61,0,78,69,69,65,94,73
21,56,2,70,44,20,77,59
77,7,97,67,5,92,34,96
54,91,30,64,65,82,10,62
59,84,73,6,25,25,14,32
61,64,45,46,55,67,19,13
88,66,9,71,100,56,100,1
35,41,31,19,20,35,3,44
3,45,11,76,98,15,57,80
70,79,29,36,38,76,53,98
93,40,46,86,19,19,15,28
25,20,82,41,51,15,40,68
24,58,53,19,73,3,96,84
67,88,41,32,56,95,41,88
87,67,66,4,78,35,94,75
42,64,78,47,88,81,1,1
95,76,0,81,22,26,18,82
0,44,45,0,99,7,27,71
2,13,0,13,94,69,96,41
54,60,36,15,63,13,69,9
36,47,77,26,69,31,52,93
68,96,32,59,6,32,65,20
82,80,98,49,13,68,96,22
83,3,22,70,97,79,62,8
1,67,45,66,67,91,33,39
19,81,15,87,32,67,54,20
38,6,93,8,93,87,54,34
42,16,50,95,46,84,48,62
73,37,10,75,99,57,27,89
4,27,15,30,64,65,53,37
37,60,77,31,72,78,22,73
47,30,68,99,35,49,92,2
68,78,9,44,94,42,65,93
48,25,0,28,21,13,25,63
49,89,88,68,62,38,32,79
28,36,9,17,94,89,57,61
27,66,76,79,65,95,26,28
82,54,31,11,67,19,41,84
61,80,11,55,90,73,40,18
53,82,90,56,76,10,89,59
81,14,63,29,64,9,25,1
99,38,80,36,31,31,91,16
100,89,11,83,79,31,79,46
22,29,44,96,24,78,66,84
61,67,10,38,27,66,66,30
44,83,7,28,76,16,41,67
16,9,58,66,85,54,0,26
88,16,24,30,83,87,70,33
78,32,25,63,24,1,44,7
52,93,83,68,40,21,80,89
0,53,79,33,94,67,84,63
64,38,42,67,66,28,25,97
7,1,27,42,13,39,42,23
6,91,55,13,21,3,8,7
6,6,93,94,42,24,85,75
10,59,22,23,59,33,1,29
42,68,24,90,1,80,33,38
75,92,29,57,93,52,6,73
6,63,27,4,57,14,70,61
